"advertiserId";"programmeName";"conversionRate";"approvalRate";"epc";"launchDate";"paymentStatus";"paymentRiskLevel";"awinIndex";"feedEnabled";"productReporting";"commissionMin";"commissionMax";"leadMin";"leadMax";"cookieLength";"parentSectors";"subSectors";"primarySector";"averagePaymentTime";"primaryRegion";"descriptionShort";"logoUrl";"displayUrl"
"75686";"ekey biometric systems GmbH DE";"0.97561";"40.00";"0.10";"2024-03-19";"amber";"exposurelevel1";"52.9852";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"DIY|Electronic Accessories|Electronic Superstore|Home & Garden";"Electronic Superstore";"39";"AT";"ekey startete im Jahr 2002 und ist heute Europas Nr. 1 bei Fingerprint-Zutrittslösungen. Denn während Schlüssel, Karten und Codes verloren, vergessen oder gestohlen werden können, ist der Finger immer dabei.";"https://ui.awin.com/images/upload/merchant/profile/75686.png";"https://www.ekey.net/"
"33149";"KetoMix AT";"";"0.00";"0.00";"2022-12-29";"green";"none";"0";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty|Home & Garden";"Health & Beauty";"null";"AT";"KetoMix ist eine führende europäische Marke, die Menschen bei der Erreichung und Erhaltung ihres Idealgewichts unterstützt. - Breite Auswahl von Keto-Lebensmitteln und Diät-Packs - Mehr als 120.000 haben mit uns schon abgenommen - Individuelle Beratung";"https://ui.awin.com/images/upload/merchant/profile/33149.png";"https://www.ketomix.at/"
"10437";"Pkwteile AT";"0.521551";"77.78";"0.01";"2019-05-01";"green";"none";"35.5224";"yes";"no";"5";"10";"0";"0";"30";"Retail & Shopping";"Automotive";"Automotive";"107";"AT";"Pkwteile.at ist ein Autoteile Online-Shop und einer der größten Anbietern von Autoersatzteilen und Autozubehör in Österreich. PPS 10%.";"https://ui.awin.com/images/upload/merchant/profile/10437.png";"https://www.pkwteile.at/"
"15954";"Street One AT";"1.61513";"79.15";"0.21";"2019-09-12";"amber";"exposurelevel2";"56.5856";"yes";"no";"10";"10";"0";"0";"30";"Retail & Shopping";"Clothing|Clothing Accessories|Womenswear";"Womenswear";"58";"AT";"Wir sind ein modernes Fashion Unternehmen mit Sitz in Deutschland. Unsere Mode ist aktuell und präsentiert sich in 12 Kollektion pro Jahr. Das Partnerprogramm bietet eine attraktive Vergütung,  optimierte Werbemittel sowie einen persönlichen Support.";"https://ui.awin.com/images/upload/merchant/profile/15954.png";"https://www.street-one.at"
"17419";"Goodwheel AT";"2.63158";"66.67";"0.07";"2019-12-17";"green";"none";"67.9719";"yes";"no";"3";"3";"0";"0";"30";"Retail & Shopping";"Automotive";"Automotive";"38";"AT";"Goodwheel bietet eine riesige Auswahl an Sommer- und Winterreifen sowie an Kompletträdern. Profitieren Sie von über 13 Jahren Erfahrung. Nur bei Goodwheel finden Sie zuverlässigen Service, Zahlungssicherheit und immer einen Preisvorteil!";"https://ui.awin.com/images/upload/merchant/profile/17419.png";"https://www.goodwheel.at/"
"16499";"Amorelie AT";"8.68833";"100.00";"0.59";"2019-09-02";"amber";"exposurelevel2";"77.0808";"yes";"no";"15";"15";"0";"0";"45";"Retail & Shopping";"Erotic|Lingerie";"Erotic";"57";"AT";"Amorelie.at ist die Online-Boutique für Lovetoys, Dessous & sinnliche Lifestyle-Produkte mit einer unterhaltsamen und inspirierenden Atmosphäre.";"https://ui.awin.com/images/upload/merchant/profile/16499.png";"https://www.amorelie.at"
"16477";"vbs-hobby AT";"1.56063";"64.86";"0.02";"2019-08-27";"green";"none";"34.0854";"yes";"no";"5";"5";"0";"0";"60";"Retail & Shopping";"DIY";"DIY";"77";"AT";"Do it yourself ist ein absoluter Dauertrend. Die Möglichkeit, aus einfachen Materialien individuelle Dekorationen und Kreationen zu zaubern, Geschenke und Möbel persönlicher zu gestalten, etwas zu nähen und stricken, zieht immer mehr Kunden an.";"https://ui.awin.com/images/upload/merchant/profile/16477.png";"https://www.vbs-hobby.at"
"12649";"easyname DE";"9.84944";"91.49";"0.03";"2018-08-10";"green";"none";"89.0229";"no";"no";"0";"75";"0";"50";"30";"Telco's & Services";"Web Hosting";"Web Hosting";"45";"DE";"easyname ist ein beliebter Anbieter von Webhosting, Website & Shop und Domains. Mehr als 100.000  Kunden weltweit vertrauen auf unsere einfachen, sicheren und zuverlässigen Produkte und auf unseren individuellen Support.";"https://ui.awin.com/images/upload/merchant/profile/12649.png";"https://www.easyname.com/de"
"15612";"ab-in-den-urlaub AT";"0.764296";"81.82";"0.96";"2019-01-17";"green";"none";"37.6785";"no";"no";"4";"6";"4";"5";"30";"Travel";"Travel Agencies";"Travel Agencies";"155";"AT";"Ob als Privat- oder Geschäftsreisender, auf ab-in-den-urlaub.at finden Sie und Ihre User eine unglaubliche Vielfalt an Lastminute-und Pauschalreisen, Linien- und Charterflügen, Kurz- und Städtereisen, Ferienhäusern, Hotels und Mietwagen.";"https://ui.awin.com/images/upload/merchant/profile/15612.png";"https://www.ab-in-den-urlaub.at/"
"84333";"Parfumdreams AT";"6.6918";"97.33";"0.30";"2024-07-18";"amber";"exposurelevel2";"50.5208";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"104";"AT";"Willkommen bei Parfumdreams. Hier findest du hochwertige Pflegeprodukte von exklusiven Marken, Düfte sowie Make-up und alles rund um das Thema Schönheit. Inspirierende Inhalte und die neuesten Trends aus der Beauty-Branche.";"https://ui.awin.com/images/upload/merchant/profile/84333.png";"https://www.parfumdreams.at/"
"14692";"office discount AT";"6.57942";"97.74";"0.70";"2019-08-06";"amber";"exposurelevel2";"67.9651";"yes";"no";"5";"5";"0";"0";"30";"Retail & Shopping";"Computers|Electronic Accessories|Furniture & Soft Furnishings|Home & Garden|Office Supplies";"Office Supplies";"62";"AT";"office discount zählt zu den führenden Büroartikel-Versendern in Österreich. Unser attraktives Bürobedarf-Sortiment bietet seit 1994 Büromaterial zu günstigen Discount-Preisen - egal ob bewährte Markenartikel oder hochwertige Eigenmarken.";"https://ui.awin.com/images/upload/merchant/profile/14692.png";"https://www.office-discount.at/"
"13679";"Erwin Müller AT";"4.29203";"82.67";"0.24";"2019-08-06";"amber";"exposurelevel1";"58.8489";"yes";"no";"8";"8";"0";"0";"60";"Retail & Shopping";"Furniture & Soft Furnishings|Home & Garden";"Furniture & Soft Furnishings";"93";"AT";"Gutschein- und Deals: 5% Standardprovision: 8% Sonderplatzierungen: bis 14% (nach Absprache)";"https://ui.awin.com/images/upload/merchant/profile/13679.png";"https://at.erwinmueller.com/"
"10692";"Tassimo";"";"0.00";"0.00";"2018-01-08";"amber";"exposurelevel3";"0";"no";"no";"6";"12";"0";"0";"30";"Retail & Shopping";"Electronic Accessories|White Goods";"White Goods";"null";"AT";"Das Tassimo Heißgetränkesystem bereitet Eintassenportionen Espresso, Kaffee, Tee, heiße Schokolade sowie verschiedene andere Kaffeegetränke zu.  Bei allen Maschinen kommen die Tassimo-Einwegkapseln namens T Discs zum Einsatz.";"https://ui.awin.com/images/upload/merchant/profile/10692.png";"https://www.tassimo.at/"
"9161";"Flugladen.at";"1.74598";"80.61";"0.17";"2017-12-12";"amber";"exposurelevel2";"57.3685";"no";"no";"0";"0";"11";"11";"30";"Travel";"Airlines|Coaches|Hotels & Accommodation|Travel Agencies";"Travel Agencies";"68";"AT";"Flugladen.at ist einer der größten Online-Ticketanbieter von Österreich. Durch den Einkauf großer Mengen an Flugtickets bieten wir sehr günstige Tarife an. Zusätzlich gibt es Hotels in über 100 Ländern und ein weltweites Angebot der größten Autovermieter.";"https://ui.awin.com/images/upload/merchant/profile/9161.png";"https://www.flugladen.at"
"9165";"ltur AT";"2.16325";"94.12";"0.71";"2018-07-25";"amber";"exposurelevel2";"44.587";"no";"no";"5";"5";"6";"6";"60";"Travel";"Airlines|Hotels & Accommodation|Travel Agencies";"Hotels & Accommodation";"103";"AT";"L'TUR - Europas Nr. 1 für Last Minute Reisen!";"https://ui.awin.com/images/upload/merchant/profile/9165.png";"https://www.ltur.com"
"16619";"Reisefux DE/AT";"3.11487";"100.00";"0.67";"2019-03-05";"green";"none";"82.8486";"no";"no";"7";"7";"0";"0";"30";"Travel";"Hotels & Accommodation";"Hotels & Accommodation";"28";"AT";"Reisefux ist ein österreichischer Online-Reiseveranstalter, der sich auf ausgefuxte ReiseDeals und Premium-Packages fokussiert. Vom Designhotel direkt am See bis hin zum Iglu in den Alpen gibt's beim Reisefux einzigartige Reiseangebote zum besten Preis!";"https://ui.awin.com/images/upload/merchant/profile/16619.png";"https://www.reisefux.at/"
"15648";"journaway DACH";"0.634139";"21.09";"1.35";"2019-02-13";"amber";"exposurelevel2";"10.26";"yes";"no";"7";"7";"0";"0";"60";"Travel";"Travel Agencies";"Travel Agencies";"195";"DE";"journaway steht für Rundreisen weltweit: Über 100 Länder stehen zur Auswahl, wenn es um dein nächstes Abenteuer geht. Wir stellen sicher, dass du deine Wunschreise mühelos finden, vergleichen und unkompliziert zum besten Preis buchen kannst.";"https://ui.awin.com/images/upload/merchant/profile/15648.png";"https://www.journaway.com/"
"14614";"bet-at-home.com AT";"0.159951";"100.00";"0.13";"2019-06-27";"amber";"exposurelevel4";"45.1727";"no";"no";"7";"7";"60";"60";"60";"Telco's & Services";"Gambling & Competitions|Online Gaming";"Gambling & Competitions";"115";"AT";".";"https://ui.awin.com/images/upload/merchant/profile/14614.png";"https://www.bet-at-home.com/"
"18273";"AfB AT";"3.41094";"86.52";"0.29";"2019-09-04";"amber";"exposurelevel1";"57.7061";"yes";"no";"8";"8";"0";"0";"90";"Retail & Shopping|Telco's & Services";"Computers|Electronic Accessories|Electronic Superstore|Green (Eco friendly)|Charities";"Computers";"47";"AT";"Das gemeinnützige und mildtätige IT-Unternehmen AfB gGmbH ist darauf spezialisiert, ausgemusterte IT-und Mobilgeräte von großen Konzernen und öffentlichen Einrichtungen zu übernehmen und die Daten zertifiziert zu vernichten.";"https://ui.awin.com/images/upload/merchant/profile/18273.png";"https://www.afbshop.at/"
"22607";"Lusini AT";"1.06861";"33.90";"0.04";"2021-04-22";"amber";"exposurelevel2";"26.9921";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping|Travel";"Furniture & Soft Furnishings|Home & Garden|Menswear|Shoes|Womenswear|Hotels & Accommodation";"Home & Garden";"61";"AT";"LUSINI bietet alles, was leidenschaftliche Gastgeber und Genießer für ein unvergessliches Gasterlebnis brauchen: LUSINI inspiriert mit Trends und Ideen, ist persönlicher Berater und liefert Produkte in Profi-Qualität";"https://ui.awin.com/images/upload/merchant/profile/22607.png";"https://www.lusini.com/de-at/"
"22750";"GartenHaus AT";"";"0.00";"0.00";"2021-10-19";"amber";"exposurelevel2";"0";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Home & Garden";"Home & Garden";"null";"AT";"GartenHaus GmbH ist Europa's führender Online Fachhändler für Garten und Haus Projekte mit 30.000 Gartenhäuser, Saunen, Carports, Terrassen und Pools.  Starten Sie ins Affiliate Marketing mit dem Marktführer und Top Konditionen und Werbemitteln.";"https://ui.awin.com/images/upload/merchant/profile/22750.png";"https://www.gartenhaus.at/"
"20427";"Nicapur DE/AT";"1.49123";"100.00";"0.07";"2020-09-01";"green";"none";"46.4987";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"82";"DE";"Nicapur ist ein österreichisches Familienunternehmen mit der Mission, Menschen mit qualitativ hochwertigen  Mikronährstoffen bei ihren täglichen Herausforderungen zu unterstützen.";"https://ui.awin.com/images/upload/merchant/profile/20427.png";"https://www.nicapur.com/"
"28607";"Sinful AT";"8.62914";"100.00";"0.47";"2022-05-09";"amber";"exposurelevel2";"73.0096";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Erotic|Health & Beauty|Lingerie";"Erotic";"57";"AT";"Sinful ist das größte Sexspielzeuggeschäft im Norden und bietet für alle etwas. Sinful bieten bis zu 25 % Provision an. Wir bieten unseren Partnern eine große Auswahl an Bannern, spezielle Kampagnen und helfen, ihr Geschäft auszubauen. Alles kostenlos!";"https://ui.awin.com/images/upload/merchant/profile/28607.png";"https://sinful.at/"
"29915";"AEG AT - Hausgerätevertrieb";"0.576208";"97.01";"0.15";"2023-01-23";"amber";"exposurelevel2";"54.2484";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"White Goods";"White Goods";"95";"AT";"Großes Angebot an Haushaltsgeräten mit innovativer und nachhaltiger AEG-Technologie.";"https://ui.awin.com/images/upload/merchant/profile/29915.png";"https://www.aeg.at"
"13814";"Travador DE/AT";"";"0.00";"0.00";"2019-05-28";"amber";"exposurelevel2";"0";"no";"no";"9";"9";"0";"0";"30";"Travel";"Hotels & Accommodation";"Hotels & Accommodation";"null";"DE";"Gegründet wurden wir 2013. Bisher haben wir knapp 1 Million Menschen in Urlaub geschickt. Unsere Mission ist es, Menschen in Europa für Kurzreisen zu inspirieren und ihnen einzigartige und unvergessliche Momente zu ermöglichen.";"https://ui.awin.com/images/upload/merchant/profile/13814.png";"https://www.travador.com"
"12518";"brigitte-salzburg.at";"1.53636";"72.00";"0.08";"2018-05-23";"amber";"exposurelevel2";"33.9441";"yes";"no";"7";"7";"0";"0";"30";"Retail & Shopping";"Clothing|Clothing Accessories|Menswear|Womenswear";"Clothing";"105";"AT";"Wir verkaufen Dekoratives und Praktisches für Ihre Wohn- und Gartenlandschaft. Alles rund um Wohnen, Garten, Haushalt, Schmuck, Multimedia und vieles mehr...";"https://ui.awin.com/images/upload/merchant/profile/12518.png";"https://www.brigitte-salzburg.at"
"14559";"buttinette AT";"2.44619";"84.59";"0.12";"2019-09-25";"amber";"exposurelevel2";"55.1896";"yes";"no";"6";"8";"0";"0";"30";"Retail & Shopping";"Furniture & Soft Furnishings|Gifts & Flowers";"Furniture & Soft Furnishings";"100";"AT";"Bewerben Sie jetzt eine der führenden Marken der Handarbeit und Bastel-Branche. Mit einem breiten Spektrum an Endkunden-Aktionen und Werbemitteln bietet buttinette Ihnen optimale Möglichkeiten zur Bewerbung.";"https://ui.awin.com/images/upload/merchant/profile/14559.png";"https://basteln-at.buttinette.com"
"31473";"Holidu DACH";"1.05973";"54.78";"0.31";"2022-09-14";"amber";"exposurelevel2";"25.7425";"yes";"no";"0";"0";"0";"0";"30";"Travel";"Hotels & Accommodation|Local Holidays|Tourism & Attractions|Travel Agencies";"Hotels & Accommodation";"185";"DE";"Holidu ist eine Suchmaschine für Ferienhäuser und -wohnungen, mit der Sie Ihre perfekte Unterkunft finden und zum niedrigsten Preis buchen können. Wir arbeiten mit allen wichtigen Buchungsportalen, um Ihnen die größte Ferienhaus-Vielfalt zu bieten.";"https://ui.awin.com/images/upload/merchant/profile/31473.png";"https://www.holidu.de/s/Deutschland"
"29905";"PAKAMA Athletics DE/AT";"6.82794";"40.71";"0.42";"2022-05-24";"green";"none";"63.191";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Sports Equipment";"Sports Equipment";"25";"DE";"Unser Bag ist nicht nur bequem, sondern auch praktisch. Über 500 Übungen sind mit den Tools im Bag möglich. Unser Bag wird zusätzlich von einer Trainings-App und einem Ernährungsprogramm unterstützt";"https://ui.awin.com/images/upload/merchant/profile/29905.png";"https://www.pakama.com/?lang=de"
"15987";"Dyson AT";"0.301101";"61.89";"1.28";"2019-08-15";"amber";"exposurelevel2";"34.2807";"yes";"no";"4.5";"4.5";"0";"0";"60";"Retail & Shopping";"Electronic Superstore";"Electronic Superstore";"105";"AT";"Als Technologieunternehmen hat es sich Dyson zur Aufgabe gemacht, Produkte des täglichen Lebens durch neue Ideen zu verbessern. Das Sortiment umfasst Staubsauger, Haartrockner u.v.m.";"https://ui.awin.com/images/upload/merchant/profile/15987.png";"https://www.dyson.at/de"
"119703";"Vatrer";"3.92072";"85.00";"1.42";"2025-09-25";"amber";"exposurelevel1";"42.3131";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Electronic Accessories";"Electronic Accessories";"89";"US";"Vatrer Power mission began with a vision to democratize access to advanced lithium iron phosphate (LiFePO4) technology, making sustainable energy solutions affordable for all. Founded on a commitment to bridge the gap between cost and accessibility";"https://ui.awin.com/images/upload/merchant/profile/119703.png";"https://www.vatrerpower.com/"
"113352";"Hagen Grote AT";"0.850068";"94.44";"0.06";"2025-05-28";"green";"none";"43.3559";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"FMCG|Furniture & Soft Furnishings|Home & Garden|Wine Spirits & Tobacco";"Furniture & Soft Furnishings";"81";"AT";"Hagen Grote, mit hochwertigen Produkten rund um die Küche und Julia Grote, mit einem hochwertigen Angebot rund um die anspruchsvolle Wohnkultur, legen großen Wert auf erstklassige Qualitäten. Jetzt teilnehmen und von bis zu 8% Provision profitieren!";"https://ui.awin.com/images/upload/merchant/profile/113352.png";"https://www.hagengrote.at/"
"13802";"Peter Hahn AT";"0.724531";"73.14";"0.14";"2019-08-20";"amber";"exposurelevel2";"36.3198";"yes";"no";"10";"10";"0";"0";"30";"Retail & Shopping";"Clothing|Clothing Accessories|Jewellery|Lingerie|Menswear|Shoes|Sportswear|Womenswear";"Womenswear";"99";"AT";".";"https://ui.awin.com/images/upload/merchant/profile/13802.png";"https://www.peterhahn.at"
